City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
444,Gori,GE,2021-08-08 22:33:37,41.9842,44.1158,66.81,84,26,3.74,scattered clouds
445,Zholymbet,KZ,2021-08-08 22:33:37,51.7433,71.7122,57.2,85,60,8.9,broken clouds
446,Kerema,PG,2021-08-08 22:33:38,-7.9631,145.7785,78.64,86,64,5.21,broken clouds
447,Harrison,US,2021-08-08 22:33:38,30.4091,-89.0436,89.67,68,1,11.5,clear sky
448,Boyolangu,ID,2021-08-08 22:33:39,-8.1181,111.8935,73.74,96,49,2.13,scattered clouds
449,Rute,ES,2021-08-08 22:33:39,37.3269,-4.3683,76.64,38,0,3.42,clear sky
450,Palu,ID,2021-08-08 22:33:40,-0.8917,119.8707,75.83,91,95,2.33,overcast clouds
451,Verkhnyaya Inta,RU,2021-08-08 22:33:40,65.9811,60.3094,47.14,96,100,4.5,overcast clouds
452,Bonthe,SL,2021-08-08 22:33:41,7.5264,-12.505,77.43,77,100,8.1,overcast clouds
453,Yasnyy,RU,2021-08-08 22:33:41,51.0333,59.8742,59.97,71,0,8.72,clear sky
454,Mareeba,AU,2021-08-08 22:28:51,-17.0,145.4333,66.92,91,29,3.2,scattered clouds
455,Benghazi,LY,2021-08-08 22:33:42,32.1167,20.0667,81.54,60,0,18.95,clear sky
456,Ourossogui,SN,2021-08-08 22:33:42,15.6064,-13.3211,75.2,94,40,6.91,scattered clouds
457,Oranjemund,NA,2021-08-08 22:33:42,-28.55,16.4333,58.55,67,99,5.59,overcast clouds
458,Smithers,CA,2021-08-08 22:33:43,54.7804,-127.1743,73.72,46,20,17.27,few clouds
459,Ayan,RU,2021-08-08 22:32:10,56.45,138.1667,57.24,53,5,6.11,clear sky
460,Brandon,US,2021-08-08 22:33:23,27.9378,-82.2859,92.32,70,90,8.05,light rain
461,Superior,US,2021-08-08 22:33:44,46.7208,-92.1041,71.33,93,90,4.61,mist
462,Auchi,NG,2021-08-08 22:33:45,7.0667,6.2667,70.81,97,100,4.23,overcast clouds
463,Bintulu,MY,2021-08-08 22:33:45,3.1667,113.0333,75.61,94,40,3.44,scattered clouds
464,Awbari,LY,2021-08-08 22:33:45,26.5921,12.7805,91.87,11,0,11.25,clear sky
465,Christchurch,NZ,2021-08-08 22:33:46,-43.5333,172.6333,40.32,83,75,1.99,light rain
466,Fully,CH,2021-08-08 22:33:46,46.1385,7.1147,63.27,81,0,2.3,clear sky
467,Durango,MX,2021-08-08 22:30:23,24.8333,-104.8333,80.91,29,22,12.59,few clouds
468,Bourail,NC,2021-08-08 22:33:47,-21.5667,165.4833,69.48,52,52,11.97,broken clouds
469,Lavrentiya,RU,2021-08-08 22:33:47,65.5833,-171.0,48.36,68,44,15.19,scattered clouds
470,Tvoroyri,FO,2021-08-08 22:33:48,61.5556,-6.8111,51.19,93,40,4.7,scattered clouds
471,Shimoda,JP,2021-08-08 22:33:48,34.6667,138.95,82.51,93,66,20.49,broken clouds
472,Ellisras,ZA,2021-08-08 22:33:49,-23.6649,27.7443,57.02,53,0,2.66,clear sky
473,Aloleng,PH,2021-08-08 22:33:49,16.1307,119.7824,81.84,84,100,10.94,overcast clouds
474,Pavlodar,KZ,2021-08-08 22:33:50,52.3,76.95,60.6,94,90,6.71,moderate rain
475,Aguimes,ES,2021-08-08 22:33:50,27.9054,-15.4461,70.43,64,20,18.41,few clouds
476,Mount Vernon,US,2021-08-08 22:33:51,40.9126,-73.8371,80.15,79,90,20.71,light rain
477,Imbituba,BR,2021-08-08 22:33:51,-28.24,-48.6703,66.09,90,0,11.54,clear sky
478,Garibaldi,BR,2021-08-08 22:30:13,-29.2561,-51.5336,67.86,75,0,2.57,clear sky
479,Havre-Saint-Pierre,CA,2021-08-08 22:32:20,50.2334,-63.5986,62.96,55,1,17.27,clear sky
480,El Prat De Llobregat,ES,2021-08-08 22:30:07,41.3278,2.0947,73.31,71,0,6.91,clear sky
481,Kamaishi,JP,2021-08-08 22:33:52,39.2667,141.8833,76.8,97,100,7.4,overcast clouds
482,San Patricio,US,2021-08-08 22:33:52,28.017,-97.5169,93.92,58,35,18.9,scattered clouds
483,Salta,AR,2021-08-08 22:29:14,-24.7859,-65.4117,72.19,38,0,7.0,clear sky
484,Gushikawa,JP,2021-08-08 22:33:53,26.3544,127.8686,80.19,97,75,11.5,broken clouds
485,Prince Rupert,CA,2021-08-08 22:33:53,54.3161,-130.3201,60.89,85,75,5.75,broken clouds
486,Kavaratti,IN,2021-08-08 22:33:54,10.5669,72.642,78.98,85,100,18.84,overcast clouds
487,Maraa,BR,2021-08-08 22:33:54,-1.8333,-65.3667,75.38,90,97,1.99,overcast clouds
488,Phalombe,MW,2021-08-08 22:33:55,-15.8064,35.6507,57.92,72,0,3.04,clear sky
489,Rio Gallegos,AR,2021-08-08 22:33:56,-51.6226,-69.2181,44.65,53,0,14.97,clear sky
490,Timizart,DZ,2021-08-08 22:33:56,36.8,4.2667,76.53,61,65,5.93,broken clouds
491,Tommot,RU,2021-08-08 22:33:57,58.9564,126.2925,65.62,72,23,2.84,few clouds
492,Kalmunai,LK,2021-08-08 22:33:57,7.4167,81.8167,78.28,84,97,1.74,overcast clouds
493,Asfi,MA,2021-08-08 22:33:57,32.2994,-9.2372,67.46,79,0,14.27,clear sky
494,Saint Anthony,US,2021-08-08 22:33:58,45.0205,-93.218,79.48,74,90,5.75,overcast clouds
495,Wanxian,CN,2021-08-08 22:33:58,30.8039,108.3897,77.23,99,100,3.09,overcast clouds
496,Abengourou,CI,2021-08-08 22:33:59,6.7297,-3.4964,71.94,93,95,5.14,overcast clouds
497,Harper,LR,2021-08-08 22:33:59,4.375,-7.7169,75.94,86,43,10.65,light rain
498,Tagusao,PH,2021-08-08 22:34:00,9.1924,117.8141,80.89,81,100,4.14,overcast clouds
499,Emba,KZ,2021-08-08 22:34:00,48.8264,58.1442,69.04,35,1,9.48,clear sky
500,Shymkent,KZ,2021-08-08 22:33:23,42.3,69.6,75.79,27,0,4.47,clear sky
501,Gaoua,BF,2021-08-08 22:34:01,10.2992,-3.2508,74.43,91,95,4.43,overcast clouds
502,Ucluelet,CA,2021-08-08 22:31:52,48.9329,-125.5528,80.04,73,14,5.95,few clouds
503,Ambilobe,MG,2021-08-08 22:34:01,-13.2,49.05,69.82,85,99,1.34,overcast clouds
504,Kasongo-Lunda,CD,2021-08-08 22:34:02,-6.4667,16.8167,71.1,52,0,2.46,clear sky
505,Kendari,ID,2021-08-08 22:33:00,-3.945,122.4989,73.94,92,32,2.15,scattered clouds
506,Ambulu,ID,2021-08-08 22:34:03,-8.345,113.6058,73.81,90,28,4.38,scattered clouds
507,Marabba,SD,2021-08-08 22:34:03,12.35,32.1833,73.99,84,100,6.33,overcast clouds
508,Itarema,BR,2021-08-08 22:34:04,-2.9248,-39.9167,79.16,78,12,18.7,few clouds
509,Monteagudo,BO,2021-08-08 22:34:04,-19.8167,-63.9833,80.38,46,8,0.58,clear sky
510,Komsomolskiy,UZ,2021-08-08 22:34:05,40.4272,71.7189,77.72,31,0,6.91,clear sky
511,Polyarnyy,RU,2021-08-08 22:34:05,69.1989,33.4478,45.07,73,4,7.76,clear sky
512,Rokytne,UA,2021-08-08 22:34:06,51.2796,27.214,63.3,89,52,2.86,broken clouds
513,Los Llanos De Aridane,ES,2021-08-08 22:32:09,28.6585,-17.9182,67.75,97,75,5.75,broken clouds
514,Comarapa,BO,2021-08-08 22:34:06,-17.9,-64.4833,53.13,77,11,4.52,few clouds
515,Chillicothe,US,2021-08-08 22:33:15,39.3331,-82.9824,89.96,55,1,4.61,clear sky
516,Coquimbo,CL,2021-08-08 22:34:07,-29.9533,-71.3436,56.93,76,0,9.22,clear sky
517,Ghanzi,BW,2021-08-08 22:34:07,-21.5667,21.7833,56.71,26,0,5.21,clear sky
518,Hede,CN,2021-08-08 22:34:08,33.7681,120.2517,76.53,85,100,1.7,light rain
519,Kapuskasing,CA,2021-08-08 22:34:08,49.4169,-82.4331,71.6,73,90,8.05,haze
520,Prado,BR,2021-08-08 22:34:09,-17.3411,-39.2208,69.58,78,8,7.54,clear sky
521,Guia De Isora,ES,2021-08-08 22:34:09,28.2115,-16.7795,67.73,72,28,1.01,scattered clouds
522,Laguna,US,2021-08-08 22:34:10,38.421,-121.4238,104.22,31,1,4.0,clear sky
523,Athabasca,CA,2021-08-08 22:30:12,54.7169,-113.2854,66.02,49,86,9.22,overcast clouds
524,Rotnes,NO,2021-08-08 22:34:10,60.0571,10.8614,58.55,92,70,0.49,broken clouds
525,Mehriz,IR,2021-08-08 22:34:11,31.5917,54.4318,82.9,16,7,1.59,clear sky
526,Mataya,PH,2021-08-08 22:34:11,7.4711,124.3719,72.55,87,100,3.36,overcast clouds
527,Acapulco,MX,2021-08-08 22:32:41,16.8634,-99.8901,84.02,74,75,9.22,broken clouds
528,Zhuhai,CN,2021-08-08 22:34:12,22.2769,113.5678,85.78,89,40,11.5,light rain
529,Maneadero,MX,2021-08-08 22:34:12,31.7167,-116.5667,81.19,56,12,7.47,few clouds
530,Koygorodok,RU,2021-08-08 22:34:13,60.445,50.9968,54.55,70,99,4.21,light rain
531,Huntsville,US,2021-08-08 22:31:51,34.7304,-86.5861,89.42,64,1,1.99,clear sky
532,Kloulklubed,PW,2021-08-08 22:34:13,7.0419,134.2556,77.5,72,100,11.27,heavy intensity rain
533,Zhigansk,RU,2021-08-08 22:34:14,66.7697,123.3711,66.27,33,77,13.33,broken clouds
534,Dongsheng,CN,2021-08-08 22:34:14,39.8161,109.9776,68.11,51,56,6.55,broken clouds
535,Tiksi,RU,2021-08-08 22:34:15,71.6872,128.8694,50.41,73,55,4.34,broken clouds
536,Port Augusta,AU,2021-08-08 22:34:15,-32.5,137.7667,44.74,60,0,7.94,clear sky
537,Plettenberg Bay,ZA,2021-08-08 22:34:16,-34.0527,23.3716,56.53,63,100,7.76,overcast clouds
538,Ulaangom,MN,2021-08-08 22:34:16,49.9811,92.0667,58.8,71,97,1.25,overcast clouds
539,Nouadhibou,MR,2021-08-08 22:34:17,20.931,-17.0347,69.78,88,3,16.11,clear sky
540,Khuzhir,RU,2021-08-08 22:34:17,53.1939,107.3397,55.36,71,29,8.72,scattered clouds
541,Ouesso,CG,2021-08-08 22:34:18,1.6136,16.0517,69.75,94,22,2.82,few clouds
542,Podor,MR,2021-08-08 22:34:18,16.6527,-14.9587,85.95,66,0,4.61,clear sky
543,Bardiyah,LY,2021-08-08 22:34:19,31.7561,25.0865,78.6,64,0,4.23,clear sky
544,Nelson Bay,AU,2021-08-08 22:34:19,-32.7167,152.15,57.96,89,100,10.96,overcast clouds
545,Olinda,BR,2021-08-08 22:34:20,-8.0089,-34.8553,76.73,78,75,10.36,broken clouds
546,Iquique,CL,2021-08-08 22:32:29,-20.2208,-70.1431,60.84,78,14,7.72,few clouds
547,Akhmim,EG,2021-08-08 22:34:20,26.5622,31.745,88.0,19,0,7.31,clear sky
548,Mandalgovi,MN,2021-08-08 22:34:21,45.7625,106.2708,52.2,70,5,14.79,clear sky
549,Malpe,IN,2021-08-08 22:34:21,13.35,74.7167,76.3,89,56,1.16,broken clouds
550,Boksitogorsk,RU,2021-08-08 22:34:22,59.474,33.8485,58.73,96,100,4.03,overcast clouds
551,Prachuap Khiri Khan,TH,2021-08-08 22:34:22,12.2167,99.75,75.65,83,81,4.56,broken clouds
552,Moa,CU,2021-08-08 22:34:23,20.6569,-74.9403,82.45,76,9,8.75,clear sky
553,Salobrena,ES,2021-08-08 22:34:23,36.7428,-3.5872,83.1,85,3,2.95,clear sky
554,Puerto Escondido,MX,2021-08-08 22:34:24,15.85,-97.0667,83.23,65,40,4.61,scattered clouds
555,Senneterre,CA,2021-08-08 22:34:24,48.3835,-77.2328,71.82,76,100,3.31,overcast clouds
556,Pierre,US,2021-08-08 22:31:14,44.3683,-100.351,97.72,20,1,0.0,clear sky
557,Morant Bay,JM,2021-08-08 22:34:25,17.8815,-76.4093,85.66,75,7,9.55,clear sky
558,Hambantota,LK,2021-08-08 22:34:25,6.1241,81.1185,78.55,81,94,17.05,overcast clouds
559,Fare,PF,2021-08-08 22:34:26,-16.7,-151.0167,79.39,74,12,12.21,few clouds
560,Nizhniy Kuranakh,RU,2021-08-08 22:34:26,58.8353,125.4869,65.39,67,9,3.51,clear sky
561,Belmonte,BR,2021-08-08 22:34:27,-15.8631,-38.8828,73.9,83,44,10.13,scattered clouds
562,El Sauzal,MX,2021-08-08 22:34:28,31.9,-116.6833,73.2,63,35,7.02,scattered clouds
563,Casisang,PH,2021-08-08 22:34:30,8.1381,125.125,68.38,97,100,1.05,overcast clouds
564,Butembo,CD,2021-08-08 22:34:37,0.15,29.2833,56.34,95,21,2.08,few clouds
565,Colares,PT,2021-08-08 22:34:37,38.7992,-9.4469,65.44,73,0,18.77,clear sky
566,Moron,AR,2021-08-08 22:34:37,-34.6534,-58.6198,48.0,98,75,7.0,thunderstorm with rain
567,Miranda,CO,2021-08-08 22:34:38,3.2499,-76.2281,80.73,87,97,1.54,overcast clouds
568,Hulan,CN,2021-08-08 22:34:39,45.9833,126.6,64.51,79,3,15.84,clear sky
569,Bay Roberts,CA,2021-08-08 22:34:39,47.5999,-53.2648,57.51,90,99,8.01,light rain
570,Todos Santos,MX,2021-08-08 22:34:39,23.45,-110.2167,93.11,76,36,7.52,scattered clouds
571,Santa Isabel,BR,2021-08-08 22:34:40,-23.3156,-46.2214,68.76,78,4,0.69,clear sky
572,Barcelos,PT,2021-08-08 22:34:40,41.5388,-8.6151,65.28,87,100,5.01,overcast clouds
573,Launceston,AU,2021-08-08 22:31:32,-41.45,147.1667,47.16,100,90,9.22,fog
574,Korla,CN,2021-08-08 22:34:41,41.7597,86.1469,76.28,39,99,10.22,overcast clouds
575,Saint-Francois,FR,2021-08-08 22:34:41,46.4154,3.9054,58.17,91,0,2.3,clear sky
576,Sambava,MG,2021-08-08 22:34:42,-14.2667,50.1667,67.53,86,46,6.8,scattered clouds
577,Ferkessedougou,CI,2021-08-08 22:34:42,9.6,-5.2,72.0,94,85,5.39,light rain
578,Yumen,CN,2021-08-08 22:34:43,40.2833,97.2,68.61,22,0,7.36,clear sky
579,Dawson Creek,CA,2021-08-08 22:34:43,55.7666,-120.2362,74.84,38,1,10.36,clear sky
580,Sheridan,US,2021-08-08 22:34:44,44.8333,-106.9173,97.7,13,1,11.5,clear sky
581,Myre,NO,2021-08-08 22:34:44,69.1036,15.9492,58.95,80,97,14.07,overcast clouds
582,Kushiro,JP,2021-08-08 22:34:44,42.975,144.3747,58.15,100,75,13.8,broken clouds
583,Beeville,US,2021-08-08 22:33:48,28.4008,-97.7483,93.38,70,40,17.27,scattered clouds
584,Coihaique,CL,2021-08-08 22:34:45,-45.5752,-72.0662,40.95,70,20,4.61,few clouds
585,Ravar,IR,2021-08-08 22:34:46,31.2656,56.8055,80.24,15,0,1.77,clear sky
586,Bukama,CD,2021-08-08 22:34:46,-9.2,25.85,71.65,30,2,1.54,clear sky
587,Morondava,MG,2021-08-08 22:34:46,-20.2833,44.2833,66.97,59,0,10.6,clear sky
588,Angoche,MZ,2021-08-08 22:34:47,-16.2325,39.9086,69.69,74,0,7.67,clear sky
589,Umm Kaddadah,SD,2021-08-08 22:34:47,13.6017,26.6876,81.91,54,90,11.86,overcast clouds
590,Saraland,US,2021-08-08 22:34:48,30.8207,-88.0706,91.42,73,68,6.13,broken clouds
591,Mwene-Ditu,CD,2021-08-08 22:34:48,-7.0,23.45,73.26,27,100,2.48,overcast clouds
592,Yatou,CN,2021-08-08 22:34:49,37.15,122.3833,76.01,76,62,4.65,broken clouds
593,Denpasar,ID,2021-08-08 22:33:02,-8.65,115.2167,78.46,94,40,6.91,scattered clouds
594,Trujillo,PE,2021-08-08 22:31:01,-8.116,-79.03,66.16,72,0,11.5,clear sky
595,San Rafael,AR,2021-08-08 22:34:50,-34.6177,-68.3301,39.0,94,100,13.15,overcast clouds
596,Bud,US,2021-08-08 22:34:50,39.447,-86.1758,87.42,61,85,4.68,overcast clouds
597,Sigli,ID,2021-08-08 22:34:51,5.3848,95.9609,77.41,83,84,4.65,moderate rain
598,Saint-Augustin,CA,2021-08-08 22:34:51,51.226,-58.6502,58.84,69,3,7.58,clear sky
599,North Platte,US,2021-08-08 22:30:27,41.1239,-100.7654,98.02,23,1,0.0,clear sky
600,Chara,RU,2021-08-08 22:32:10,56.9064,118.2631,61.54,79,100,1.77,light rain
601,Morelia,MX,2021-08-08 22:34:52,19.7008,-101.1844,67.14,76,59,3.62,broken clouds
602,Havelock,US,2021-08-08 22:34:52,34.8791,-76.9013,84.15,79,75,5.99,broken clouds
603,Colesberg,ZA,2021-08-08 22:34:53,-30.72,25.0972,49.86,34,20,9.31,few clouds
604,Loukhi,RU,2021-08-08 22:34:53,66.0764,33.0381,51.64,86,56,4.41,broken clouds
605,Albury,AU,2021-08-08 22:30:04,-36.0833,146.9167,46.02,94,90,0.0,overcast clouds
606,Tura,IN,2021-08-08 22:34:54,25.5198,90.2201,74.89,98,97,5.46,overcast clouds
607,Gizo,SB,2021-08-08 22:34:54,-8.103,156.8419,82.22,70,41,4.52,scattered clouds
608,Srandakan,ID,2021-08-08 22:34:55,-7.9386,110.2506,74.8,91,10,4.0,clear sky
609,Sao Miguel Do Araguaia,BR,2021-08-08 22:34:55,-13.275,-50.1628,78.24,32,4,3.74,clear sky
610,Mastic Beach,US,2021-08-08 22:34:56,40.7668,-72.8521,75.24,90,90,5.75,moderate rain
611,Sedhiou,SN,2021-08-08 22:34:56,12.7081,-15.5569,75.24,94,100,4.63,overcast clouds
612,Magistralnyy,RU,2021-08-08 22:34:57,56.1725,107.4458,56.23,58,59,2.35,broken clouds
613,Razole,IN,2021-08-08 22:34:57,16.4833,81.8333,81.72,83,94,3.29,overcast clouds
614,Sioux Lookout,CA,2021-08-08 22:34:58,50.1001,-91.917,73.78,68,75,5.75,broken clouds
615,Eureka,US,2021-08-08 22:30:29,40.8021,-124.1637,83.68,71,37,7.0,scattered clouds
616,Ocos,GT,2021-08-08 22:34:58,14.5094,-92.1933,87.98,75,81,4.61,broken clouds
617,Oktyabrskiy,RU,2021-08-08 22:34:59,54.4815,53.471,55.89,61,34,1.86,scattered clouds
618,Hargeysa,SO,2021-08-08 22:34:59,9.56,44.065,73.45,57,59,18.32,broken clouds
619,Yaan,NG,2021-08-08 22:34:59,7.3833,8.5667,71.82,92,94,8.97,overcast clouds
620,Caravelas,BR,2021-08-08 22:35:01,-17.7125,-39.2481,68.7,82,1,6.78,clear sky
621,Viedma,AR,2021-08-08 22:35:01,-40.8135,-62.9967,43.63,63,87,6.35,overcast clouds
622,Trairi,BR,2021-08-08 22:33:12,-3.2778,-39.2689,79.11,77,8,14.63,clear sky
623,Corlatel,RO,2021-08-08 22:35:02,44.3986,22.9331,72.14,33,0,3.31,light rain
624,Fortuna,US,2021-08-08 22:35:03,40.5982,-124.1573,88.2,67,75,3.0,broken clouds
625,Tukrah,LY,2021-08-08 22:35:04,32.5341,20.5791,78.96,67,0,15.7,clear sky
626,La Ronge,CA,2021-08-08 22:35:04,55.1001,-105.2842,66.42,59,75,11.5,broken clouds
627,Bealanana,MG,2021-08-08 22:35:05,-14.55,48.7333,56.17,94,82,1.68,broken clouds
628,Alamor,EC,2021-08-08 22:35:05,-4.0181,-80.0197,63.28,67,59,3.38,broken clouds
629,Rocha,UY,2021-08-08 22:35:05,-34.4833,-54.3333,53.38,89,100,15.88,overcast clouds
630,Port Said,EG,2021-08-08 22:35:06,31.2565,32.2841,82.38,78,0,9.22,clear sky
631,Axim,GH,2021-08-08 22:35:06,4.8699,-2.2405,76.1,88,74,10.92,light rain
632,Changji,CN,2021-08-08 22:35:07,44.0167,87.3167,77.79,33,0,6.71,clear sky
633,Goundam,ML,2021-08-08 22:35:07,16.4145,-3.6708,86.52,51,87,9.8,overcast clouds
634,San Vicente,AR,2021-08-08 22:35:08,-26.6167,-54.1333,63.81,56,13,2.48,few clouds
635,Luanda,AO,2021-08-08 22:33:00,-8.8368,13.2343,71.6,88,0,3.44,clear sky
636,Balykshi,KZ,2021-08-08 22:35:08,47.0667,51.8667,80.6,34,0,17.9,clear sky
637,Nabire,ID,2021-08-08 22:35:09,-3.3667,135.4833,76.82,89,98,2.8,overcast clouds
638,Sibolga,ID,2021-08-08 22:35:09,1.7427,98.7792,75.85,89,77,4.09,broken clouds
639,Tete,MZ,2021-08-08 22:35:09,-16.1564,33.5867,64.49,55,0,3.44,clear sky
640,Fayaoue,NC,2021-08-08 22:35:10,-20.65,166.5333,70.09,59,40,22.79,scattered clouds
641,Porto-Vecchio,FR,2021-08-08 22:35:10,41.591,9.2795,76.53,82,0,2.3,clear sky
642,Bafra,TR,2021-08-08 22:35:11,41.5678,35.9069,69.58,80,94,14.47,light rain
643,Spanish Town,JM,2021-08-08 22:35:11,17.9911,-76.9574,85.68,79,40,14.97,scattered clouds
644,Pimentel,PE,2021-08-08 22:35:12,-6.8367,-79.9342,68.29,77,0,4.0,clear sky
645,Healesville,AU,2021-08-08 22:35:12,-37.65,145.5167,51.98,76,100,2.42,overcast clouds
646,Kawhia,NZ,2021-08-08 22:35:13,-38.0651,174.8183,49.37,55,97,15.57,overcast clouds
647,Praya,CV,2021-08-08 22:35:13,14.9215,-23.5087,79.34,89,20,4.61,few clouds
648,Illapel,CL,2021-08-08 22:35:14,-31.6308,-71.1653,49.62,83,77,4.54,broken clouds
649,Naryan-Mar,RU,2021-08-08 22:33:07,67.6713,53.087,44.17,93,3,3.11,clear sky
650,Northam,GB,2021-08-08 22:35:14,51.0333,-4.2167,60.39,96,94,11.16,light rain
651,Neosho,US,2021-08-08 22:30:59,36.869,-94.368,91.26,65,52,5.99,broken clouds
652,Alta Floresta,BR,2021-08-08 22:35:15,-9.8756,-56.0861,83.5,31,29,3.09,scattered clouds
653,Pacific Grove,US,2021-08-08 22:35:15,36.6177,-121.9166,90.01,76,1,8.99,clear sky
654,Luau,AO,2021-08-08 22:35:16,-10.7073,22.2247,64.71,22,14,3.98,few clouds
655,Hirara,JP,2021-08-08 22:35:16,24.8,125.2833,78.66,100,75,6.91,mist
656,Sterling,US,2021-08-08 22:35:17,39.0062,-77.4286,89.76,53,40,1.01,scattered clouds
657,Labuhan,ID,2021-08-08 22:35:17,-6.8844,112.2051,77.09,88,41,7.78,scattered clouds
658,Haputale,LK,2021-08-08 22:35:17,6.7681,80.9595,61.88,84,89,6.73,overcast clouds
659,Antofagasta,CL,2021-08-08 22:32:29,-23.65,-70.4,58.28,75,19,9.15,few clouds
660,Hay River,CA,2021-08-08 22:35:18,60.8156,-115.7999,51.76,76,75,4.61,broken clouds
661,Tabou,CI,2021-08-08 22:35:19,4.423,-7.3528,75.65,87,46,10.04,light rain
662,Bolobo,CD,2021-08-08 22:35:19,-2.1667,16.2333,78.71,49,97,1.66,overcast clouds
663,Athni,IN,2021-08-08 22:35:20,16.7333,75.0667,72.52,89,73,11.14,broken clouds
664,Waitati,NZ,2021-08-08 22:35:20,-45.75,170.5667,41.81,72,70,9.95,broken clouds
665,San Quintin,MX,2021-08-08 22:35:21,30.4833,-115.95,73.26,65,13,9.84,few clouds
666,Ban Nahin,LA,2021-08-08 22:35:21,18.2418,104.2122,77.07,97,100,1.59,overcast clouds
667,Aykhal,RU,2021-08-08 22:35:22,66.0,111.5,56.66,69,10,2.64,clear sky
668,Kieta,PG,2021-08-08 22:35:22,-6.2167,155.6333,82.4,69,36,2.42,scattered clouds
